2.536346738	1.378155224	0.239598554	0.36378697	0.090794172	-0.551599533	-0.617800856	-0.311169354	-0.470400525	0.207971242	0.02579058	0
0.166480113	0.448154078	-0.078802983	-0.255425128	-0.166974414	1.612726661	1.065235311	-0.143772296	0.463917041	-0.114804663	-0.18336127	0
1.773209343	0.379779593	0.791460956	-1.514654323	0.207642865	0.624501459	0.066083685	-0.165945923	-2.890083194	1.109969379	-0.121359313	0
1.79299334	-0.863291275	0.23760894	-1.387024063	-0.054951922	-0.226487264	0.178228226	-0.287923745	-1.059647245	-0.684092786	1.965775003	0
1.548717847	0.403033934	0.592940745	0.817739308	0.753074432	-0.822842878	0.53819555	-1.119669835	-0.451449183	-0.237033239	-0.038194787	0
1.141109342	-0.16825208	0.476200949	-0.568671376	-0.371407197	1.34126198	0.359893837	-0.1371337	0.401725896	-0.058132823	0.068653149	0
0.045370774	1.202612737	-0.005159003	0.464959995	-0.099254321	-1.416907243	-0.153825826	0.167371963	-0.443586798	0.002820512	-0.61198734	0
1.074380376	-0.492199018	1.120631358	0.615374731	1.249376178	-0.619467796	0.291474353	-1.32386522	-0.076126999	-1.222127345	-0.35822157	0
-0.113192213	-0.27152613	0.370145128	-0.392047587	-0.410430433	-0.705116587	-0.110452262	0.07435536	-0.210077268	-0.499767969	0.118764861	0
1.044366552	-0.222187277	0.651583206	-0.736727316	-0.366845639	1.017614468	0.83638957	-0.443522817	0.739452777	-0.540979922	0.47667726	0
0.913859833	-1.375666655	-1.423235601	-1.720408393	1.626659058	1.19964395	-0.671439778	-0.095045045	0.031967467	0.253414716	0.854343814	0




-1.609850732	3.997905588	-2.537387306	-2.770089277	-2.772272145	3.202033207	-2.899907388	-4.289253782	-1.14074718	-2.830055675	-0.016822468	1
1.08846278	2.288643618	0.325574266	-0.270952836	-0.838586565	-0.414575448	-0.50314086	-1.692028933	0.666779696	0.599717414	1.725321007	1
-0.359744743	2.330243051	0.562319782	-0.238253368	-1.525411627	2.032912158	-6.560124295	-1.470101536	-2.282193829	-4.781830856	-2.615664945	1
-4.304596885	4.73279513	1.713444988	-1.28285782	-2.447469255	2.101343865	-4.609628391	-6.079337193	2.581850954	6.739384385	3.042493178	1
-6.240696572	6.675732163	-1.631734673	-2.795892464	-6.18789063	5.664394709	-9.854484823	-10.69119621	-2.041973791	-1.129055877	0.116452521	1
-6.560599968	6.348556673	-1.6891022	-3.139409057	-6.045467798	6.754625448	-8.948178579	-10.7338541	-1.638960115	-1.746350136	0.776744098	1
-5.775935108	6.078265506	-0.812891249	-2.214311312	-5.134454471	4.560720106	-8.873748362	-9.17716637	-0.87168849	1.313013629	0.773913873	1
-5.615159011	6.047445102	-0.746579273	-2.678678542	-4.959492912	6.439053352	-7.520117393	-9.252307247	-0.502362191	0.784426598	1.494304607	1
